ts_ms,time_s,source,state,steer_mode,front_cm,left_cm,right_cm,servo_us
272443,21.742,T,STOP,CENTER,34.5,5.6,,1500.0
272446,21.745,RAW,ULTRASONIC_ONLY,,34.5,5.6,,1500.0
272576,21.875,T,STOP,CRUISE,43.0,5.6,,1500.0
272579,21.878,RAW,ULTRASONIC_ONLY,,43.0,5.6,,1500.0
272701,22.0,T,STOP,CRUISE,39.0,5.6,,1500.0
272704,22.003,RAW,ULTRASONIC_ONLY,,39.0,5.6,,1500.0
272844,22.143,T,STOP,CRUISE,43.8,5.6,,1500.0
272847,22.146,RAW,ULTRASONIC_ONLY,,43.8,5.6,,1500.0
272976,22.275,T,STOP,CRUISE,47.3,5.6,,1500.0
272979,22.278,RAW,ULTRASONIC_ONLY,,47.3,5.6,,1500.0
273112,22.411,T,STOP,CRUISE,54.2,5.6,,1500.0
273114,22.413,RAW,ULTRASONIC_ONLY,,54.2,5.6,,1500.0
273252,22.551,T,STOP,AWAY,75.4,5.6,,1900.0
273255,22.554,RAW,ULTRASONIC_ONLY,,75.4,5.6,,1900.0
273400,22.699,T,STOP,AWAY,65.7,5.6,,1900.0
273402,22.701,RAW,ULTRASONIC_ONLY,,65.7,5.6,,1900.0
273518,22.817,T,STOP,AWAY,245.0,5.6,,1900.0
273521,22.82,RAW,ULTRASONIC_ONLY,,245.0,5.6,,1900.0
273647,22.946,T,STOP,AWAY,244.9,5.6,,1900.0
273649,22.948,RAW,ULTRASONIC_ONLY,,244.9,5.6,,1900.0
273774,23.073,T,STOP,AWAY,246.0,5.6,,1900.0
273777,23.076,RAW,ULTRASONIC_ONLY,,246.0,5.6,,1900.0
273902,23.201,T,STOP,AWAY,245.7,5.6,,1900.0
273905,23.204,RAW,ULTRASONIC_ONLY,,245.7,5.6,,1900.0
274027,23.326,T,STOP,AWAY,245.8,5.6,,1900.0
274030,23.329,RAW,ULTRASONIC_ONLY,,245.8,5.6,,1900.0
274155,23.454,T,STOP,AWAY,244.5,5.6,,1900.0
274158,23.457,RAW,ULTRASONIC_ONLY,,244.5,5.6,,1900.0
274265,23.564,T,STOP,STRAIGHT,245.2,5.6,,1100.0
274268,23.567,RAW,ULTRASONIC_ONLY,,245.2,5.6,,1100.0
274391,23.69,T,STOP,STRAIGHT,245.2,5.6,,1100.0
274394,23.693,RAW,ULTRASONIC_ONLY,,245.2,5.6,,1100.0
274505,23.804,T,STOP,STRAIGHT,126.4,5.6,,1100.0
274508,23.807,RAW,ULTRASONIC_ONLY,,126.4,5.6,,1100.0
274622,23.921,T,STOP,STRAIGHT,246.0,5.6,,1100.0
274625,23.924,RAW,ULTRASONIC_ONLY,,246.0,5.6,,1100.0
274748,24.047,T,STOP,STRAIGHT,245.7,5.6,,1100.0
